"","Count","Area","ScaleLength","Total","Id","USid","PopCount","Lat","Lon","COOP.","CRN","Station","State","Grid","AP...WWTP","Environs","Tmean.trend","Tmax.trend","Tmin.trend"
"621",112,10.08,3.17490157327751,17342,621,621,5019.0248860804,40.61667,-116.86667,260691,"3","BATTLE MOUNTAIN","NV",31,"x","R",0.582819335,0.405387628,0.562820675
"622",926,83.34,9.12907443282176,16282,622,622,161822.903048863,35.98,-114.84639,261071,"4","BOULDER CITY","NV",19,"x","S",0.391028693,-0.025545158,0.748421344
"623",131,11.79,3.43365694267788,17372,623,623,31812.2269790887,40.82889,-115.78861,262573,"2","ELKO FAA AP","NV",31,"A","S",-0.322265772,-0.22662966,-0.417696001
"624",222,19.98,4.4698993277254,17033,624,624,24483.0043268263,39.45722,-118.78111,262780,"2","FALLON EXPERIMENT STATION","NV",20,"x","R",0.44586483,0.483570603,0.385221192
"625",126,11.34,3.36749164809655,17422,625,625,5867.79477966036,40.9561,-117.4922,263245,"4","GOLCONDA","NV",31,"x","R",0.549046422,0.645453984,0.601337463
"626",141,12.69,3.56230262611138,17219,626,626,4852.69108960595,40.1905,-118.4766,264698,"4","LOVELOCK","NV",31,"x","R",0.161671631,0.277892493,-0.044598017
"627",40,3.6,1.89736659610103,17021,627,627,7554.01709380905,39.4013,-114.7763,264950,"4","MCGILL","NV",19,"x","R",0.229659539,0.674818536,-0.071621544
"628",0,0,0,16791,628,628,205.784095175046,38.3867,-118.1058,265168,"4","MINA","NV",20,"x","R",0.266565976,0.322802987,0.207060662
"629",3720,334.8,18.2975408183723,17050,629,629,424080.373902202,39.48389,-119.77111,266779,"4","RENO WSFO AP","NV",20,"A","U",0.927480579,0.403385314,1.448723456
"630",36,3.24,1.8,16178,630,630,975.131832892679,35.4661,-114.9216,267369,"4","SEARCHLIGHT","NV",19,"x","R",0.201588878,-0.251467564,0.614375568
"631",84,7.56,2.7495454169735,17457,631,631,1623.72999740022,41.1006,-114.9736,268988,"4","WELLS","NV",30,"x","R",0.214815862,0.138287705,0.221499933
"632",262,23.58,4.85592421687159,17403,632,632,14702.071013278,40.90194,-117.80722,269171,"4","WINNEMUCCA WSO AP","NV",31,"A","R",0.019616921,0.014776349,0.02386764
"633",238,21.42,4.62817458616245,18369,633,633,18154.7724696012,44.28333,-71.68333,270703,"x","BETHLEHEM","NH",22,"x","R",2.517115973,2.679255132,2.325435564
"634",3416,307.44,17.5339670354429,18028,634,634,206469.77767066,43.15,-70.95,272174,"4","DURHAM","NH",22,"x","S",1.086485387,0.58319276,1.435182279
"635",5,0.45,0.670820393249937,18611,635,635,2159.31903796983,45.08333,-71.28333,272999,"3","FIRST CONNECTICUT LAKE","NH",33,"x","R",0.433483871,0.408683762,0.472257575
"636",614,55.26,7.43370701601832,18190,636,636,56009.6694217385,43.7052,-72.2858,273850,"4","HANOVER","NH",22,"x","S",0.362495398,0.00619764,0.652074699
"637",765,68.85,8.2975900115636,17968,637,637,57525.5602722829,42.9391,-72.3247,274399,"3","KEENE","NH",22,"x","S",-0.315279678,-0.30640946,-0.346557918
"638",2190,197.1,14.0392307481571,17017,638,638,219243.631740906,39.3792,-74.4243,280325,"4","ATLANTIC CITY STATE MARINA","NJ",12,"x","U",0.594539303,0.613093755,0.55566159
"639",1500,135,11.6189500386223,17370,639,639,198718.742128959,40.8292,-75.0835,280734,"4","BELVIDERE BRIDGE","NJ",23,"x","R",0.054145023,0.368074622,-0.01829628
"640",9875,888.75,29.8119103715277,17408,640,640,859205.370386646,40.89222,-74.40333,280907,"4","BOONTON","NJ",22,"x","R",0.077176097,0.644029599,-0.158206406
"641",4730,425.7,20.6324986368593,17443,641,641,385221.2644683,41.03472,-74.42333,281582,"2","CHARLOTTEBURG RESERVOIR","NJ",22,"x","R",0.414789396,0.493072017,0.241579509
"642",2355,211.95,14.5585026702611,17314,642,642,192972.01409676,40.5,-74.86667,283029,"x","FLEMINGTON","NJ",22,"x","R",0.29747836,0.056082981,0.712889778
"643",6876,618.84,24.8764949299535,17238,643,643,586700.743102732,40.265,-74.56417,283951,"4","HIGHTSTOWN","NJ",22,"x","R",0.445045653,0.544038946,0.32295088
"644",5111,459.99,21.4473774620582,17139,644,644,354690.799363836,39.81444,-74.78833,284229,"2","INDIAN MILLS (Now CRN4)","NJ",12,"x","R",0.564584059,0.646607342,0.472838409
"645",5121,460.89,21.4683487953778,17247,645,645,367217.898246208,40.27972,-74.00472,284987,"x","LONG BRANCH OAKHURST","NJ",22,"x","S",1.031002266,0.536804405,1.306013432
"646",12999,1169.91,34.2039471406445,17150,646,646,2047125.34396148,39.95111,-74.96972,285728,"3","MOORESTOWN","NJ",12,"x","U",0.904303988,1.204123885,0.421954449
"647",12256,1103.04,33.2120460074353,17296,647,647,1189567.22103502,40.4719,-74.4364,286055,"4","NEW BRUNSWICK","NJ",22,"x","S",0.521877831,0.526622998,0.452405201
"648",13817,1243.53,35.2637207339214,17334,648,648,1623809.76047461,40.60361,-74.4025,287079,"3","PLAINFIELD","NJ",22,"x","U",0.163493554,0.18193531,0.549301996
"649",1687,151.83,12.3219316667477,17083,649,649,96327.2953183225,39.6025,-74.33861,288899,"5","TUCKERTON","NJ",12,"x","R",0.179219225,0.541900081,-0.060843719
"650",461,41.49,6.44127316607517,16446,650,650,73778.3284931276,36.835,-108.0005,290692,"4","AZTEC RUINS NATL MONUMENT","NM",18,"x","R",0.138129017,-0.225930545,0.365343771
"651",0,0,0,16184,651,651,69.2903738133336,35.5297,-104.0936,290858,"4","BELL RANCH","NM",17,"x","R",1.356582436,1.51519936,1.366248502
"652",207,18.63,4.31624837098145,15602,652,652,35973.8429732762,32.34778,-104.2225,291469,"4","CARLSBAD","NM",8,"x","S",-0.159013077,-0.098822306,-0.025153761
"653",63,5.67,2.38117617995813,15829,653,653,1368.28358493027,33.6308,-105.8964,291515,"2","CARRIZOZO (Now CRN4)","NM",9,"x","R",0.064818658,0.340847713,-0.113732195
"654",23,2.07,1.43874945699382,16467,654,654,1407.34174983837,36.9177,-106.578,291664,"3","CHAMA","NM",18,"x","R",0.584897741,0.868854813,0.431873253
"655",14,1.26,1.12249721603218,16378,655,655,1317.85883517723,36.4661,-104.9456,291813,"3","CIMARRON","NM",17,"x","R",0.205452894,0.095616201,0.235385068
"656",15,1.35,1.16189500386223,16374,656,656,4078.44524293873,36.4486,-103.1539,291887,"2","CLAYTON WSO AP","NM",17,"A","R",0.451596433,0.524556994,0.287038168
"657",396,35.64,5.96992462263972,15733,657,657,9268.11791178305,33.14611,-107.18444,292848,"2","ELEPHANT BUTTE DAM","NM",9,"x","R",0.172313976,-0.020952766,0.198106128
"658",187,16.83,4.1024382993532,15677,658,658,25666.0064779398,32.79389,-108.15167,293265,"4","FORT BAYARD","NM",9,"x","R",0.454581317,0.373287988,0.537349695
"659",17,1.53,1.2369316876853,16002,659,659,1639.10702036007,34.46667,-104.23194,293294,"3","FORT SUMNER","NM",8,"x","R",0.437728978,0.352303444,0.470905582
"660",9,0.81,0.9,15579,660,660,133.198152440851,32.22611,-108.08667,293368,"4","GAGE","NM",9,"x","R",0.516948238,0.320783232,0.832564572
"661",11,0.99,0.99498743710662,16234,661,661,4421.47014001289,35.7783,-106.6872,294369,"4","JEMEZ SPRINGS","NM",18,"x","R",0.643063981,1.040464749,0.149114461
"662",6,0.54,0.734846922834953,15654,662,662,1439.72819112919,32.61694,-106.74111,294426,"2","JORNADA EXPERIMENTAL RANGE","NM",9,"x","R",-0.081918309,-0.349039601,-0.1437921
"663",48,4.32,2.07846096908265,16194,663,663,19561.950496097,35.5677,-105.213,294862,"4","LAS VEGAS SEWAGE PLT","NM",18,"W","S",0.012896072,1.049681792,-1.04925967
"664",895,80.55,8.97496518099095,16034,664,664,80651.2829308761,34.7675,-106.7611,295150,"4","LOS LUNAS","NM",9,"x","R",0.207770367,0.608776155,-0.156288777
"665",11,0.99,0.99498743710662,15875,665,665,866.151152996195,33.8225,-108.9416,295273,"2","LUNA RS","NM",9,"x","R",0.265753236,0.638136456,-0.138500845
"666",250,22.5,4.74341649025257,15706,666,666,40813.1460943755,32.95472,-105.82417,295960,"4","MOUNTAIN PARK","NM",9,"x","R",0.512343005,0.670282547,0.536936639
"667",0,0,0,15984,667,667,1992.91455416684,34.5208,-106.2605,295965,"3","MOUNTAINAIR (Now CRN4)","NM",9,"x","R",0.206640822,0.705031106,-0.322461133
"668",0,0,0,15599,668,668,52.0000206898403,32.37889,-106.09111,296435,"4","OROGRANDE","NM",9,"x","R",0.440901365,0.342854984,0.536220458
"669",39,3.51,1.87349939951952,16427,669,669,3309.55637789041,36.7058,-105.4036,297323,"x","RED RIVER","NM",18,"x","R",0.167899719,-0.06003919,0.442094477
"670",346,31.14,5.58032257132148,15767,670,670,63585.3754284701,33.3075,-104.5083,297610,"4","ROSWELL FAA AP","NM",8,"A","S",0.251160235,0.522760817,-0.021059376
"671",2,0.18,0.424264068711929,16115,671,671,489.790903079882,35.08333,-103.35,297867,"4","SAN JON","NM",17,"x","R",0.336128418,0.272966751,0.426214185
"672",97,8.73,2.95465734053883,16081,672,672,3384.75409135197,34.9358,-104.6805,298107,"4","SANTA ROSA","NM",8,"x","R",-0.225265012,0.096582749,-0.612287606
"673",268,24.12,4.91121166312347,15918,673,673,12031.1701099202,34.0827,-106.883,298387,"3","SOCORRO","NM",9,"x","R",0.000826083,0.28146006,0.010823887
"674",0,0,0,16362,674,674,1990.28382024999,36.36667,-104.6,298501,"4","SPRINGER","NM",17,"x","R",0.104545387,0.388292903,0.341839459
"675",1084,97.56,9.8772465798926,15592,675,675,163321.426625224,32.28222,-106.75972,298535,"3","STATE UNIVERSITY","NM",9,"x","U",0.604021432,0.451545944,0.777739445
"676",75,6.75,2.59807621135332,16123,676,676,6542.44152730018,35.2005,-103.6866,299156,"2","TUCUMCARI","NM",17,"x","R",0.475739485,0.323375544,0.544616775
"677",122,10.98,3.31360830515618,15726,677,677,17834.9239777402,33.07194,-106.04167,299165,"3","TULAROSA (Now CRN4)","NM",9,"x","R",0.271895048,0.035863067,0.376054561
"678",7335,660.15,25.6933843625164,17896,678,678,611049.923491293,42.7431,-73.8092,300042,"4","ALBANY WSFOAP","NY",22,"A","U",0.514471562,0.295622137,0.731807773
"679",129,11.61,3.40734500748016,17778,679,679,32214.7457909781,42.2613,-77.7849,300085,"3","ALFRED","NY",23,"x","R",0.325030065,0.636878974,0.040449226
"680",183,16.47,4.05832477754061,17733,680,680,32110.0140565439,42.1004,-78.7501,300093,"4","ALLEGANY STATE PARK","NY",23,"x","R",0.39882071,0.118206195,0.603156462
"681",28,2.52,1.58745078663875,17775,681,681,21463.5495203665,42.3017,-77.9888,300183,"3","ANGELICA","NY",23,"x","R",0.159326491,0.425256711,-0.198851568
"682",417,37.53,6.12617335699864,17969,682,682,77073.1889983226,42.9,-76.53333,300321,"4","AUBURN","NY",23,"x","S",0.910399203,0.683955409,1.033870627
"683",109,9.81,3.13209195267317,17776,683,683,28858.8596038856,42.3,-75.48333,300360,"x","BAINBRIDGE","NY",23,"x","R",-0.026789554,-0.95733686,0.63888744
"684",397,35.73,5.97745765355138,17994,684,684,56875.7996672872,43.03028,-78.16917,300443,"4","BATAVIA","NY",23,"A","S",0.511461892,0.158741361,0.747705139
"685",128,11.52,3.39411254969543,17784,685,685,26713.6098395297,42.35,-77.35,300448,"4","BATH","NY",23,"x","R",0.345270143,0.206712189,0.247547389
"686",1438,129.42,11.3762911355151,17756,686,686,188944.592637878,42.20778,-75.98139,300687,"2","BINGHAMTON WSO AP","NY",23,"A","U",0.233155091,0.195984023,0.269219327
"687",1642,147.78,12.1564797536129,17412,687,687,68070.8424761812,40.94639,-72.30667,300889,"4","BRIDGEHAMPTON","NY",22,"x","R",0.299819916,0.317253018,0.277083035
"688",609,54.81,7.40337760755184,18044,688,688,171142.157406619,43.2,-77.93333,300937,"x","BROCKPORT","NY",23,"x","R",-0.799704353,1.174947054,-0.743476755
"689",7217,649.53,25.4858784427769,17956,689,689,809398.271098593,42.94083,-78.73583,301012,"3","BUFFALO WSCMO AP","NY",23,"A","U",0.418333136,0.367279207,0.46181107
"690",165,14.85,3.85356977359954,18450,690,690,34945.1249845932,44.5772,-75.1097,301185,"3","CANTON","NY",23,"x","R",0.426000366,0.253642332,0.563982478
"691",128,11.52,3.39411254969543,18520,691,691,20134.3204571657,44.75,-74.21667,301387,"x","CHASM FALLS","NY",22,"x","R",0.120938624,-0.151273317,-0.23194858
"692",258,23.22,4.8187135212627,18554,692,692,36134.4589517764,44.88,-73.43306,301401,"x","CHAZY (Now CRN3)","NY",22,"x","R",0.417173158,0.432977093,0.644767684
"693",34,3.06,1.74928556845359,17888,693,693,19737.0321755512,42.715,-74.92833,301752,"4","COOPERSTOWN","NY",22,"x","R",0.393295648,0.135280936,0.418295454
"694",319,28.71,5.35817132984753,17878,694,694,59723.846908833,42.6,-76.18333,301799,"5","CORTLAND","NY",23,"x","S",0.695633237,0.831619765,0.154519806
"695",391,35.19,5.93211597998556,18501,695,695,35408.984973727,44.7192,-73.7205,301966,"4","DANNEMORA","NY",22,"x","R",0.015935376,-0.142812817,0.241293789
"696",70,6.3,2.50998007960223,17853,696,696,31050.8870085304,42.5655,-77.7176,301974,"4","DANSVILLE","NY",23,"W","R",0.521843963,0.381197245,0.546317694
"697",756,68.04,8.24863625092051,17734,697,697,94277.3376556635,42.1,-76.8,302610,"4","ELMIRA","NY",23,"W","S",0.425699929,0.43322049,0.600320651
"698",275,24.75,4.9749371855331,17810,698,698,43749.0629395663,42.43333,-79.36667,303033,"3","FREDONIA","NY",23,"x","S",0.86992607,0.628970546,1.018564117
"699",506,45.54,6.7483331275212,17934,699,699,78008.393293719,42.8766,-77.0307,303184,"3","GENEVA RESR FM","NY",23,"x","S",0.436425548,0.467839968,0.418952197
"700",3833,344.97,18.5733680305969,17561,700,700,310080.834706774,41.51667,-73.93333,303259,"x","GLENHAM","NY",22,"x","R",0.673833939,0.426768438,0.924284671
"701",876,78.84,8.87918915216925,17994,701,701,80766.458614658,43.04917,-74.35917,303319,"4","GLOVERSVILLE","NY",22,"x","S",-0.115134611,0.335021817,-0.187937776
"702",123,11.07,3.32716095192283,17917,702,702,51872.027049856,42.7746,-77.6082,303773,"3","HEMLOCK","NY",23,"x","R",0.74066221,0.434378052,1.014358994
"703",26,2.34,1.52970585407784,18209,703,703,1678.41617884957,43.755,-74.2691,304102,"x","INDIAN LAKE","NY",22,"x","R",0.014227822,0.01966729,0.254853988
"704",398,35.82,5.984981202978,17820,704,704,103676.064176918,42.45,-76.45,304174,"3","ITHACA CORNELL UN","NY",23,"x","S",0.402926281,0.368259036,0.415042574
"705",221,19.89,4.45982062419555,18352,705,705,16575.8607666897,44.24444,-73.98472,304555,"x","LAKE PLACID","NY",22,"x","R",0.950042568,1.065958121,0.948766636
"706",92,8.28,2.87749891398763,18493,706,706,21330.7017379339,44.72139,-74.74361,304647,"x","LAWRENCEVILLE","NY",22,"x","R",0.637485054,0.837490716,0.477301947
"707",669,60.21,7.75951029382654,17999,707,707,53232.1792499369,43.0603,-74.8686,304791,"3","LITTLE FALLS CITY RESER","NY",22,"x","R",0.735405558,1.288181679,0.912159139
"708",673,60.57,7.78267306264371,17996,708,708,52873.6740622905,43.03333,-74.86667,304796,"x","LITTLE FALLS MILL ST","NY",22,"x","R",0.940191335,-1.453525945,0.822950576
"709",2188,196.92,14.0328186762318,18028,709,709,250964.108417034,43.13917,-78.68139,304844,"x","LOCKPORT","NY",23,"x","S",0.329377706,0.868319707,0.104377309
"710",46,4.14,2.03469899493758,18217,710,710,18090.7652430965,43.7976,-75.4817,304912,"3","LOWVILLE","NY",23,"x","R",0.217021368,0.14277701,0.329583145
"711",212,19.08,4.36806593356831,17844,711,711,38476.9898336306,42.51667,-74.96667,305113,"4","MARYLAND","NY",22,"x","R",-0.539711451,-0.393284364,-0.362044401
"712",864,77.76,8.81816307401944,17631,712,712,109311.578252722,41.76806,-74.155,305426,"4","MOHONK LAKE","NY",22,"x","R",0.673315295,0.816310311,0.517903885
"713",82,7.38,2.71661554144123,17948,713,713,33951.8610884976,42.83333,-75.73333,305512,"4","MORRISVILLE","NY",23,"x","R",-0.338274647,-0.289469615,0.025010901
"714",14067,1266.03,35.5813153213874,17364,714,714,9164030.06495557,40.77889,-73.96917,305801,"3","NEW YORK CENTRAL PARK","NY",22,"x","U",0.247013747,0.2068728,0.277400565
"715",101,9.09,3.01496268633627,17837,715,715,29952.4833153859,42.50111,-75.51944,306085,"4","NORWICH","NY",23,"W","R",0.285001903,0.15399222,0.392907932
"716",324,29.16,5.4,18499,716,716,40642.3878386553,44.7277,-75.4423,306164,"4","OGDENSBURG (Now CRN3)","NY",23,"x","S",1.614401185,1.614713909,2.059264608
"717",425,38.25,6.18465843842649,18105,717,717,64611.0880665253,43.4623,-76.4934,306314,"4","OSWEGO EAST","NY",23,"x","S",0.44133794,0.287314409,0.631065132
"718",77,6.93,2.63248931621764,17901,718,718,32682.5114582235,42.66667,-77.18333,306517,"x","PENN YAN","NY",23,"A","R",-1.082767649,-0.881056634,-1.355943981
"719",949,85.41,9.24175308044962,18490,719,719,63561.870124874,44.65,-73.46667,306659,"x","PLATTSBURGH AFB","NY",22,"x","S",1.09817622,0.106773324,0.350700931
"720",490,44.1,6.6407830863536,17535,720,720,74958.1584517306,41.38,-74.68472,306774,"x","PORT JERVIS","NY",22,"x","R",0.139940928,0.181652721,0.258560419
"721",3625,326.25,18.0623918681884,17591,721,721,327362.088494983,41.62667,-73.88417,306820,"4","POUGHKEEPSIE","NY",22,"A","S",0.311141341,0.302028801,0.34216521
"722",4013,361.17,19.0044731576542,18016,722,722,650970.119629479,43.1167,-77.6767,307167,"2","ROCHESTER AIRPORT","NY",23,"A","U",0.36142784,0.293688823,0.432711189
"723",2718,244.62,15.6403324772845,17991,723,723,194238.444999716,42.98333,-73.73333,307484,"4","SARATOGA SPRINGS","NY",22,"x","S",0.345501179,0.100651005,0.700163923
"724",10265,923.85,30.3949008881424,17434,724,724,2553161.19702878,40.98333,-73.8,307497,"x","SCARSDALE","NY",22,"x","U",1.676468548,0.782449402,1.614895414
"725",6118,550.62,23.4652935204314,17426,725,725,525783.454653846,40.95861,-73.10472,307633,"2","SETAUKET STRONG","NY",22,"x","R",-0.206903474,0.677212403,-0.745677829
"726",16,1.44,1.2,18242,726,726,983.917568397069,43.88333,-75.03333,308248,"x","STILLWATER RESERVOIR","NY",23,"x","R",0.456112388,-0.049330975,0.730396996
"727",4230,380.7,19.5115350498109,18002,727,727,439826.946109656,43.10917,-76.10333,308383,"1","SYRACUSE WSO AP","NY",23,"A","U",0.467237244,0.380480474,0.532319126
"728",5763,518.67,22.7743276519857,17928,728,728,488796.800390058,42.75,-73.68333,308600,"4","TROY LOCK & DAM","NY",22,"x","U",0.406473667,0.396889475,0.323684842
"729",77,6.93,2.63248931621764,18352,729,729,6833.63799239925,44.2307,-74.4382,308631,"4","TUPPER LAKE SUNMOUNT","NY",22,"x","R",0.468300226,0.513288801,0.791603783
"730",1573,141.57,11.8983192090312,18004,730,730,177479.862945533,43.08333,-75.18333,308739,"2","UTICA","NY",23,"A","U",2.594205569,2.421135267,2.761084092
"731",2231,200.79,14.1700388143435,17568,731,731,238966.02799904,41.55139,-74.16278,308906,"3","WALDEN","NY",22,"x","R",0.40662994,0.072914777,0.74148777
"732",412,37.08,6.08933493905533,17902,732,732,89506.2618467212,42.7412,-78.51,308910,"4","WALES","NY",23,"x","R",1.029200838,0.724251163,1.093127934
"733",4,0.36,0.6,18320,733,733,1902.91603280528,44.148,-74.9003,308944,"x","WANAKENA RANGER SCHOOL","NY",22,"x","R",0.508095484,0.406205166,0.76562176
"734",875,78.75,8.87411967464942,18269,734,734,79524.0661442833,43.9761,-75.8753,309000,"4","WATERTOWN","NY",23,"W","S",0.523982547,0.531813156,0.625179831
"735",3829,344.61,18.563674205286,17529,735,735,363189.412458228,41.39056,-73.96083,309292,"4","WEST POINT","NY",22,"x","R",0.147463005,-0.239476327,0.362754132
"736",3906,351.54,18.7493999903997,17501,736,736,392714.836326638,41.26639,-73.7975,309670,"3","YORKTOWN HEIGHTS","NY",22,"x","R",0.523215461,0.380560895,0.664748286
"737",274,24.66,4.96588360717405,16164,737,737,61526.5147741698,35.33333,-80.21667,310090,"4","ALBEMARLE","NC",13,"W","S",0.105230554,-0.156959208,0.395171911
"738",146,13.14,3.62491379207837,16316,738,738,55269.5771308965,36.153,-81.8627,310506,"4","BANNER ELK","NC",13,"x","R",0.992320353,0.659424135,1.078134357
"739",182,16.38,4.04722126896961,16119,739,739,3931.4414626041,35.23222,-75.6225,311458,"4","CAPE HATTERAS WSO","NC",12,"A","R",0.086717316,-0.219645603,0.45541775
"740",2037,183.33,13.5399409156761,16262,740,740,330241.190104378,35.90861,-79.07944,311677,"3","CHAPEL HILL","NC",12,"W","S",0.940270579,0.367438247,1.430587167
"741",150,13.5,3.67423461417477,16285,741,741,20821.2041922605,36.01639,-76.55167,312635,"4","EDENTON","NC",12,"x","R",0.331865676,0.483374644,0.047886928
"742",242,21.78,4.66690475583121,16333,742,742,57865.9467326863,36.30972,-76.205,312719,"4","ELIZABETH CITY","NC",12,"W","S",-0.280065313,-0.164731211,-0.38357058
"743",3603,324.27,18.0074984381507,16107,743,743,318801.822792905,35.05833,-78.85833,313017,"5","FAYETTEVILLE","NC",12,"W","U",0.354139404,0.139898058,0.530782738
"744",719,64.71,8.04425260667515,16154,744,744,124009.812250957,35.34444,-77.96472,313510,"x","GOLDSBORO","NC",12,"A","S",1.154980748,0.596057797,1.288471908
"745",478,43.02,6.55896333272263,16349,745,745,73969.7263874672,36.31667,-78.43333,313969,"4","HENDERSON","NC",12,"W","S",0.322354039,0.139031345,0.279650689
"746",644,57.96,7.61314652426971,16141,746,746,152611.420015142,35.3297,-82.4491,313976,"4","HENDERSONVILLE","NC",13,"x","R",0.146137471,-0.112994716,0.393592063
"747",25,2.25,1.5,16097,747,747,19275.6398259335,35.0531,-83.1883,314055,"4","HIGHLANDS","NC",13,"x","R",0.265046674,0.132962364,0.399584135
"748",419,37.71,6.14084684713762,16118,748,748,51571.0286251992,35.19667,-77.54333,314684,"4","KINSTON","NC",12,"x","S",0.541937097,0.092274818,0.904073325
"749",560,50.4,7.09929573971954,16267,749,749,103913.119897775,35.9116,-81.5338,314938,"4","LENOIR","NC",13,"x","S",0.046126792,-0.148491606,0.158783284
"750",98,8.82,2.9698484809835,16305,750,750,64924.8168692887,36.10278,-78.30389,315123,"3","LOUISBURG","NC",12,"W","R",-0.158770051,-0.056840069,0.117755677
"751",511,45.99,6.78159273327439,16007,751,751,88857.7173843461,34.63333,-79,315177,"4","LUMBERTON","NC",3,"W","S",0.980623919,0.319316114,1.713778234
"752",118,10.62,3.25883414736006,16206,752,752,50369.4831627465,35.663,-82.0291,315340,"4","MARION","NC",13,"x","R",-0.338645891,0.766485226,-1.277170511
"753",100,9,3,16241,753,753,63338.9422358484,35.8036,-82.6658,315356,"4","MARSHALL","NC",13,"x","R",-0.227214278,0.139370046,-0.566213698
"754",710,63.9,7.99374755668454,16074,754,754,201766.619267744,34.97972,-80.52333,315771,"4","MONROE","NC",4,"x","S",0.119847626,0.151497609,0.109939236
"755",563,50.67,7.1182863106228,16036,755,755,55761.9958510613,34.7336,-76.7357,315830,"4","MOREHEAD CITY","NC",3,"W","R",0.043600648,-0.089152212,0.152189245
"756",378,34.02,5.83266662856707,16227,756,756,106742.406176184,35.7308,-81.6716,315838,"4","MORGANTON","NC",13,"x","S",0.008300092,-0.117839563,0.076190542
"757",237,21.33,4.6184412955022,16385,757,757,66105.4282432632,36.4992,-80.6508,315890,"4","MOUNT AIRY","NC",13,"W","R",-0.363247455,-0.306523371,-0.418894622
"758",368,33.12,5.75499782797526,16359,758,758,80412.872890538,36.3825,-79.6947,317202,"4","REIDSVILLE","NC",12,"x","S",0.528909223,0.409419708,0.634397051
"759",757,68.13,8.25408989531856,16217,759,759,139496.491644115,35.6836,-80.4811,317615,"4","SALISBURY","NC",13,"x","S",0.336682798,-0.013470066,0.65435752
"760",543,48.87,6.99070811863863,16175,760,760,133150.810919322,35.5164,-78.3458,317994,"3","SMITHFIELD","NC",12,"W","R",-0.007542731,-0.220635362,0.198955835
"761",669,60.21,7.75951029382654,15884,761,761,42339.8864242025,33.91667,-78.01667,318113,"4","SOUTHPORT","NC",3,"x","R",0.115947579,-0.173663041,0.558440374
"762",508,45.72,6.76165660175079,16238,762,762,119828.411723956,35.78333,-80.93333,318292,"4","STATESVILLE","NC",13,"W","S",0.104097999,-0.091049377,0.411932892
"763",199,17.91,4.23202079389976,16246,763,763,38605.5083319383,35.88472,-77.53861,318500,"4","TARBORO","NC",12,"W","S",-0.048544056,-0.51360526,0.558835041
"764",205,18.45,4.29534631898291,16186,764,764,64508.0774984879,35.4866,-82.9683,319147,"3","WAYNESVILLE (Now CRN4)","NC",13,"x","R",0.189025215,0.321116161,0.064273758
"765",637,57.33,7.57165767847438,16224,765,765,98304.0405603237,35.69389,-77.94556,319476,"3","WILSON","NC",12,"W","R",1.018499174,0.624016063,1.300226239
"766",29,2.61,1.61554944214035,19947,766,766,3733.86246241142,48.8213,-100.4447,320941,"4","BOTTINEAU","ND",37,"x","R",0.472384095,0.438507239,0.549371928
"767",7,0.63,0.793725393319377,19972,767,767,1450.3454637972,48.9075,-103.2944,321871,"4","CROSBY","ND",37,"x","R",0.110775515,-0.259302733,0.491493998
"768",133,11.97,3.45976877840124,19218,768,768,22274.3330699933,46.8911,-102.8111,322188,"2","DICKINSON EXP STN","ND",37,"x","S",0.39509561,0.574748619,0.4454452
"769",0,0,0,19391,769,769,1713.09149516275,47.34667,-102.58694,322365,"x","DUNN CENTER","ND",37,"x","R",0.774336373,1.568018354,0.751883112
"770",13,1.17,1.0816653826392,18946,770,770,2825.98951369561,46.05,-100.66667,323207,"4","FORT YATES","ND",37,"x","R",-0.919566748,-0.117514834,-1.55859046
"771",20,1.8,1.34164078649987,18972,771,771,2050.40359307032,46.15806,-98.4,323287,"4","FULLERTON","ND",36,"x","R",0.156226922,-0.160109707,0.657734388
"772",66,5.94,2.43721152139079,19787,772,772,6551.32789694202,48.41806,-97.42472,323594,"4","GRAFTON","ND",36,"x","R",0.035151784,-0.605565345,0.713478944
"773",786,70.74,8.41070746132571,19604,773,773,68337.4708507796,47.92167,-97.09806,323621,"4","GRAND FORKS UNIVERSITY","ND",36,"x","U",0.152989743,0.078210409,0.350745879
"774",14,1.26,1.12249721603218,18910,774,774,1757.60502197549,45.9925,-102.64417,324178,"3","HETTINGER","ND",37,"x","R",-0.592112093,-0.119878145,-0.085122887
"775",64,5.76,2.4,19422,775,775,3912.46838431103,47.4,-97.06667,324203,"4","HILLSBORO","ND",36,"x","R",0.479616618,0.502641466,0.731996095
"776",208,18.72,4.32666153055679,19222,776,776,17795.4073549213,46.8844,-98.685,324418,"4","JAMESTOWN STATE HOSPITAL","ND",36,"x","S",0.243521979,-0.115536756,0.470405403
"777",47,4.23,2.05669638012031,19913,777,777,2517.36278224499,48.7622,-98.3447,324958,"3","LANGDON EXPERIMENT STN","ND",36,"x","R",-0.045528693,-0.030172439,0.152662794
"778",44,3.96,1.98997487421324,19075,778,778,4092.40117407914,46.4523,-97.6821,325220,"4","LISBON","ND",36,"x","R",-0.014961191,-0.250916546,0.246370813
"779",938,84.42,9.18803569866813,19203,779,779,106767.679545615,46.81278,-100.90972,325479,"2","MANDAN EXPERIMENT STN","ND",37,"x","U",0.506424332,0.691739652,0.526446511
"780",46,4.14,2.03469899493758,19441,780,780,4698.27488028951,47.49889,-97.35139,325660,"4","MAYVILLE","ND",36,"x","R",1.211402082,0.686567074,1.842643297
